headline,url,datePublished
Одбор за културу и информисање покренуо поступак за избор четири члана Савета РЕМ-а,https://www.rts.rs/vesti/politika/5857856/odbor-za-kulturu-i-informisanje-pokrenuo-postupak-za-izbor-cetiri-clana-saveta-rem-a.html,"понедељак, 29. дец 2025, 11:33 -> 14:57"
"Мијачић: Куртијева победа Србима не значи ништа добро, неће бити изненађења у његовој политици",https://www.rts.rs/vesti/politika/5857717/mijacic-kurtijeva-pobeda-srbima-ne-znaci-nista-dobro-nece-biti-iznenadjenja-u-njegovoj-politici.html,"понедељак, 29. дец 2025, 11:15 -> 13:46"
Пановић: Пролонгирање избора битна тактика; Вулетић: Дужи рок више значи студентима,https://www.rts.rs/vesti/politika/5857697/panovic-prolongiranje-izbora-bitna-taktika-vuletic-duzi-rok-vise-znaci-studentima.html,"понедељак, 29. дец 2025, 09:00 -> 12:31"
"Максималан учинак Српске листе на изборима на КиМ, Самоопредељење добило седам мандата више",https://www.rts.rs/vesti/politika/5857707/maksimalan-ucinak-srpske-liste-na-izborima-na-kim-samoopredeljenje-dobilo-sedam-mandata-vise.html,"понедељак, 29. дец 2025, 08:20 -> 13:10"
"Уклоњени шатори, постављен ",https://www.rts.rs/vesti/politika/5857686/satori-bozicno-seoce-skupstina.html,"понедељак, 29. дец 2025, 05:59 -> 20:03"
Вучић: Важно да покажемо да се Београд и Србија враћају у нормалу; ускоро увођење војног рока,https://www.rts.rs/vesti/politika/5857548/vucic-vazno-da-pokazemo-da-se-beograd-i-srbija-vracaju-u-normalu-uskoro-uvodjenje-vojnog-roka.html,"недеља, 28. дец 2025, 21:37 -> 22:52"
"Вучић се захвалио окупљенима испред Дома Народне скупштине, уклањају се шатори",https://www.rts.rs/vesti/politika/5857494/vucic-se-zahvalio-okupljenima-ispred-doma-narodne-skupstine-uklanjaju-se-satori.html,"недеља, 28. дец 2025, 19:45 -> 05:56"
Српска листа: Освојили смо свих 10 мандата; Курти прогласио победу на изборима на КиМ,https://www.rts.rs/vesti/politika/5857464/kosovo-i-metohija-izbori-rezultati.html,"недеља, 28. дец 2025, 19:00 -> 23:10"
Студенти позвали грађане да потпишу захтев за расписивање ванредних избора,https://www.rts.rs/vesti/politika/5857394/studenti-pozvali-gradjane-da-potpisu-zahtev-za-raspisivanje-vanrednih-izbora.html,"недеља, 28. дец 2025, 10:32 -> 21:41"
Ванредни парламентарни избори на КиМ – крај или продужетак вишемесечне институционалне блокаде,https://www.rts.rs/vesti/politika/5857102/kosovo-metohija-izbori-parlamentarni-srpska-lista-aljbin-kurti-srpska-lista.html,"недеља, 28. дец 2025, 05:20 -> 12:23"
Година на КиМ коју су појели избори – нови излазак на биралишта не обећава решење кризе,https://www.rts.rs/vesti/politika/5857098/godina-na-kim-koju-su-pojeli-izbori--novi-izlazak-na-biralista-ne-obecava-resenje-krize.html,"субота, 27. дец 2025, 20:00 -> 21:55"
МСП: Србија изражава подршку територијалном интегритету и суверенитету Сомалије,https://www.rts.rs/vesti/politika/5856999/somalija-somalilend-ministarstvo-spoljnih-poslova-saopstenje.html,"субота, 27. дец 2025, 18:14 -> 18:24"
"Састанак Мацута са ректорима, проректорима и деканима факултета о примени система СПИРИ",https://www.rts.rs/vesti/politika/5856961/macut-spiri-sastanak-rektor-prorektor-dekan-fakultet-sistem.html,"субота, 27. дец 2025, 15:52 -> 16:10"
Вучић: Сутра увече почиње уклањање шатора испред Народне скупштине,https://www.rts.rs/vesti/politika/5856880/vucic-sutra-uvece-pocinje-uklanjanje-satora-ispred-narodne-skupstine.html,"субота, 27. дец 2025, 13:18 -> 15:05"
Вучић: Kрајем марта или почетком априла отварамо прву велику фабрику дронова у Србији,https://www.rts.rs/vesti/politika/5856853/vucic-krajem-marta-ili-pocetkom-aprila-otvaramo-prvu-veliku-fabriku-dronova-u-srbiji.html,"субота, 27. дец 2025, 11:48 -> 14:12"
 Вучић са Боцан-Харченком о енергетској безбедности: Србија ће умети да заштити своје интересе,https://www.rts.rs/vesti/politika/5856847/aleksandar-vucic-aleksandr-bocan-harcenko.html,"субота, 27. дец 2025, 11:31 -> 12:17"
Нова зграда Генералштаба на Бањици биће изграђена за три године,https://www.rts.rs/vesti/politika/5856851/vucic-objekat-generalstab-vojska-banjica.html,"субота, 27. дец 2025, 11:31 -> 18:48"
"Вучић са Орбаном о енергетској безбедности, приоритет стабилно снабдевање",https://www.rts.rs/vesti/politika/5856843/vucic-orban-srbija-madjarska-saradnja.html,"субота, 27. дец 2025, 11:19 -> 12:10"
"Вучић: Само јака војска гарант мира, наставићемо да улажемо у безбедносне снаге Србије",https://www.rts.rs/vesti/politika/5856826/aleksandar-vucic-vojska-srbije-bezbezdnosne-snage.html,"субота, 27. дец 2025, 09:21 -> 09:27"
Далибор Јевтић:  Јединство Срба кључно да свих 10 мандата припадне српском народу,https://www.rts.rs/vesti/politika/5856779/srpska-lista-izbori-na-kim-dalibor-jevtic.html,"субота, 27. дец 2025, 08:20 -> 08:22"
Шта поручују представници Срба уочи избора на Косову и Метохији,https://www.rts.rs/vesti/politika/5856695/kosovo-izbori-srpska-lista.html,"петак, 26. дец 2025, 20:00 -> 20:15"
Мариника Тепић прочитала ,https://www.rts.rs/vesti/politika/5856611/marinika-tepic-vlada-mandic-optuznica.html,"петак, 26. дец 2025, 15:31 -> 16:04"
Укинут кућни притвор студенту Богдану Јовичићу,https://www.rts.rs/vesti/politika/5856572/ukinut-kucni-pritvor-studentu-bogdanu-jovicicu.html,"петак, 26. дец 2025, 14:49 -> 18:20"
Слађан Трајковић из Косовске Митровице првостепено осуђен на 10 година затвора,https://www.rts.rs/vesti/politika/5856262/sladjan-trajkovic-iz-kosovske-mitrovice-prvostepeno-osudjen-na-10-godina-zatvora.html,"петак, 26. дец 2025, 10:11 -> 19:46"
Боцан-Харченко: За НИС се тражи решење које ће бити у духу пријатељских односа Русије и Србије,https://www.rts.rs/vesti/politika/5856240/bocan-harcenko-za-nis-se-trazi-resenje-koje-ce-biti-u-duhu-prijateljskih-odnosa-rusije-i-srbije.html,"петак, 26. дец 2025, 09:15 -> 19:46"
Петковић: Победа Српске листе у недељу је брана Куртијевом терору и антисрпској политици,https://www.rts.rs/vesti/politika/5856212/petkovic-pobeda-srpske-liste-u-nedelju-je-brana-kurtijevom-teroru-i-antisrpskoj-politici.html,"петак, 26. дец 2025, 07:59 -> 09:02"
"Радаковић: Укидањем санкција усред кампање, ЕУ дала ветар у леђа Kуртију који рачуна и на дијаспору",https://www.rts.rs/vesti/politika/5856197/radakovic-ukidanjem-sankcija-usred-kampanje-eu-dala-vetar-u-ledja-kurtiju-koji-racuna-i-na-dijasporu.html,"петак, 26. дец 2025, 07:03 -> 08:30"
Петковић с представницима Српске листе: Срби ће увек имати своју државу,https://www.rts.rs/vesti/politika/5856189/petkovic-srpska-lista-izbori.html,"петак, 26. дец 2025, 06:39 -> 08:06"
Договор пет опозиционих странака о координацији активности ка ЕУ,https://www.rts.rs/vesti/politika/5856668/dogovor-pet-opozicionih-stranaka-o-koordinaciji-aktivnosti-ka-eu.html,"четвртак, 25. дец 2025, 21:31 -> 17:38"
ОКО: Власт и опозиција пред изборном годином – Пиља: Избори крајем 2026. године; Јовановић: Само ако буду демократски и слободни,https://www.rts.rs/vesti/politika/5856059/milos-jovanovic-biljana-pantic-pilja-izbori-skupstina.html,"четвртак, 25. дец 2025, 19:30 -> 20:28"
Вучић: Нови савски мост биће отворен до краја марта 2027.,https://www.rts.rs/vesti/politika/5855460/vucic-novi-savski-most-beograd-voda-stari-savski-most-.html,"четвртак, 25. дец 2025, 11:25 -> 20:02"
"Америчка политика и Западни Балкан – континуитет, нови модели и сужен простор за балансирање",https://www.rts.rs/vesti/politika/5855372/americka-politika-i-zapadni-balkan--kontinuitet-novi-modeli-i-suzen-prostor-za-balansiranje.html,"четвртак, 25. дец 2025, 10:50 -> 11:37"
"Старовић: Застој око кластера 3 због Брисела, без друштвеног консензуса о европском путу Србије",https://www.rts.rs/vesti/politika/5855281/starovic-evropa-unija-eu-evrointegracije-dijalog-beograd-pristina-brisel-klaster-tri.html,"четвртак, 25. дец 2025, 09:30 -> 10:13"
Потписан Споразум између Србије и Јапана о заштити улагања,https://www.rts.rs/vesti/politika/5854803/japan-srbija-ministarstvo-trgovine.html,"среда, 24. дец 2025, 13:11 -> 14:21"
Прекинуто суђење тројици Срба који се терете за експлозију на каналу Ибар–Лепенац,https://www.rts.rs/vesti/politika/5854629/prekinuto-sudjenje-trojici-srba-koji-se-terete-za-eksploziju-na-kanalu-ibarlepenac.html,"среда, 24. дец 2025, 12:00 -> 17:29"
У Народној скупштини новоизабране судије Уставног суда положиле заклетву,https://www.rts.rs/vesti/politika/5854610/narodna-skupstina-sudije-ustavni-sud.html,"среда, 24. дец 2025, 11:50 -> 12:13"
Отварање дела ,https://www.rts.rs/vesti/politika/5854290/moravski-koridor-deonica-auto-put-vucic-vrnjacka-banja-kraljevo.html,"среда, 24. дец 2025, 11:05 -> 18:08"
"Вучић отворио Амбасадорску конференцију: Појачаћемо дипломатско присуство у Африци и Азији, тамо је највећа стопа раста",https://www.rts.rs/vesti/politika/5854287/ambasadorska-konferencija-srbija-vucic.html,"среда, 24. дец 2025, 08:35 -> 19:44"
JУКОМ објавио прелиминарне резултате избора чланова Високог савета тужилаштва,https://www.rts.rs/vesti/drustvo/5854209/jukom-objavio-preliminarne-rezultate-izbora-clanova-visokog-saveta-tuzilastva.html,"уторак, 23. дец 2025, 21:30 -> 22:11"
Тродневни штрајк дела запослених у Народном позоришту,https://www.rts.rs/vesti/politika/5854236/trodnevni-strajk-dela-zaposlenih-u-narodnom-pozoristu.html,"уторак, 23. дец 2025, 21:24 -> 21:34"
"Никодијевић: Неће бити приватизације Апотеке Београд, потребан партнер за одрживо решење",https://www.rts.rs/vesti/politika/5854091/nikodijevic-nece-biti-privatizacije-apoteke-beograd-potreban-partner-za-odrzivo-resenje.html,"уторак, 23. дец 2025, 18:30 -> 21:16"
Скупштински одбор за културу утврдио листу кандидата за члана Савета РЕМ-а из националних мањина,https://www.rts.rs/vesti/politika/5854078/skupstinski-odbor-za-kulturu-utvrdio-listu-kandidata-za-clana-saveta-rem-a-iz-nacionalnih-manjina.html,"уторак, 23. дец 2025, 17:16 -> 19:54"
Представници Српске листе са отправницом послова америчке амбасаде ,https://www.rts.rs/vesti/politika/5853894/srpska-lista-otpravnica-poslova-amerika.html,"уторак, 23. дец 2025, 14:12 -> 14:24"
Пантић Пиља: Захтев за отимање НИС-а је политички лицемеран,https://www.rts.rs/vesti/politika/5853823/pantic-pilja-nis-djilas-.html,"уторак, 23. дец 2025, 13:47 -> 20:08"
Ђилас: ССП и СРЦЕ поднели предлог закона о преузимању НИС-а,https://www.rts.rs/vesti/politika/5853775/djilas-ssp-i-srce-podneli-predlog-zakona-o-preuzimanju-nis-a.html,"уторак, 23. дец 2025, 12:59 -> 20:00"
Драгутин Насковић из околине Гњилана одбацио оптужбе за ратне злочине,https://www.rts.rs/vesti/politika/5853657/dragutin-naskovic-iz-okoline-gnjilana-odbacio-optuzbe-za-ratne-zlocine.html,"уторак, 23. дец 2025, 12:12 -> 12:15"
Вучић: Имамо договор са Русијом о продужењу снабдевања гасом до 31. марта; Гаспром преговара са МОЛ-ом о продаји удела у НИС-у ,https://www.rts.rs/vesti/politika/5853652/vucic-gas-produzenje-nis-mol-nafta.html,"уторак, 23. дец 2025, 11:43 -> 19:34"
Вучић: Држава ће наставити да повећава плате у здравству и да пуно улаже ,https://www.rts.rs/vesti/politika/5853601/vucic-drzava-ce-nastaviti-da-povecava-plate-u-zdravstvu-i-da-puno-ulaze-.html,"уторак, 23. дец 2025, 11:09 -> 18:19"
Вучић примио у опроштајну посету амбасадоре Украјине и Јапана,https://www.rts.rs/vesti/politika/5853586/ambasadori-japan-ukrajina-vucic.html,"уторак, 23. дец 2025, 10:56 -> 11:24"
Терзић за РТС: Веома важно да интерно расељени са КиМ изађу на изборе 28. децембра,https://www.rts.rs/vesti/politika/5853575/kosovo-izbori-srpska-lista-terzic.html,"уторак, 23. дец 2025, 09:51 -> 10:27"
Ђурић за РТС: Очекујем да епизода у вези са НИС-ом буде успешно решена у наредним недељама,https://www.rts.rs/vesti/politika/5853537/djuric-za-rts-ocekujem-da-epizoda-u-vezi-sa-nis-om-bude-uspesno-resena-u-narednim-nedeljama.html,"уторак, 23. дец 2025, 08:30 -> 09:21"
Скупштина усвојила закључке поводом извештаја ЕК о Србији и више одлука,https://www.rts.rs/vesti/politika/5853515/skupstina-srbije-sednica-izvestaj-ek.html,"уторак, 23. дец 2025, 06:57 -> 18:31"
Видосаву Митровићу из Лешка одређен једномесечни притвор,https://www.rts.rs/vesti/politika/5853441/srbin-kosovo-lesak-pritvor.html,"понедељак, 22. дец 2025, 20:48 -> 21:00"
Око: Америчка коњица у Хагу – спасавање Хашима Тачија,https://www.rts.rs/vesti/politika/5853379/sudjenje-hasimu-taciju-svedocenje-veslija-klarka.html,"понедељак, 22. дец 2025, 20:00 -> 21:05"
Вучић: Надам се да ћемо у наредним недељама решити ситуацију са НИС-ом,https://www.rts.rs/vesti/politika/5853389/aleksandar-vucic-penzije.html,"понедељак, 22. дец 2025, 18:33 -> 21:36"
"Београдски одборници усвојили буџет за 2026. годину, испред градске скупштине протест радника ",https://www.rts.rs/vesti/politika/5853373/beogradski-odbornici-usvojili-budzet-za-2026-godinu-ispred-gradske-skupstine-protest-radnika-apoteka-beograd.html,"понедељак, 22. дец 2025, 18:30 -> 01:51"
Вучић на отварању спортске хале у Путинцима: Испунили смо обећање,https://www.rts.rs/vesti/politika/5853382/sportska-hala-putinci-vucic-otvaranje.html,"понедељак, 22. дец 2025, 18:15 -> 19:55"
Власти у Приштини купују немачки противтенковски систем,https://www.rts.rs/vesti/politika/5853305/pristina-oruzje-bezbednosne-snage.html,"понедељак, 22. дец 2025, 15:18 -> 15:47"
Првостепена пресуда Слађану Трајковићу биће изречена 26. децембра,https://www.rts.rs/vesti/politika/5853115/sladjan-trajkovic-sudjenje-kosovo-metohija-pristina.html,"понедељак, 22. дец 2025, 13:34 -> 15:22"
Калас: Србија се делимично усагласила са рестриктивним мерама Савета ЕУ,https://www.rts.rs/vesti/politika/5853047/kalas-srbija-se-delimicno-usaglasila-sa-restriktivnim-merama-saveta-eu.html,"понедељак, 22. дец 2025, 12:10 -> 16:51"
Скупштина града Београда о буџету на наредну годину,https://www.rts.rs/vesti/politika/5853036/skupstina-grada-beograda-o-budzetu-na-narednu-godinu.html,"понедељак, 22. дец 2025, 11:58 -> 17:56"
Мрдић предао у скупштинску процедуру предлоге пет правосудних закона,https://www.rts.rs/vesti/politika/5853034/mrdic-ugljesa-narodna-skupstina-tuzilastvo-zakoni-predlog.html,"понедељак, 22. дец 2025, 11:49 -> 12:04"
Вучић са Пелегринијем: Србија ће финансирати изградњу Словачке куће у Новом Саду,https://www.rts.rs/vesti/politika/5853020/pelegrini-vucic-backi-petrovac.html,"понедељак, 22. дец 2025, 11:26 -> 19:46"
"Гогић за РТС: Курти рачуна на дијаспору, без српских представника нема ни владе ни председника",https://www.rts.rs/vesti/politika/5852810/kosovo-metohija-izbori-pristina-ognjen-gogic.html,"понедељак, 22. дец 2025, 10:09 -> 14:11"
Колико кошта проширење ЕУ на Западни Балкан – бројеви демантују страхове,https://www.rts.rs/vesti/politika/5852811/koliko-kosta-prosirenje-eu-na-zapadni-balkan--brojevi-demantuju-strahove.html,"понедељак, 22. дец 2025, 08:02 -> 11:17"
Премијер Мацут са Пелегринијем о унапређењу сарадње,https://www.rts.rs/vesti/politika/5852658/macut-pelegrini-srbija-slovacka.html,"недеља, 21. дец 2025, 19:40 -> 19:49"
Гашић са министром одбране Словачке Калинаком,https://www.rts.rs/vesti/politika/5852652/gasic-slovacki-ministar-odbrane-kalinak.html,"недеља, 21. дец 2025, 19:11 -> 19:20"
Представници Српске листе посетили осмочлану породицу Јовић у Ранилугу,https://www.rts.rs/vesti/politika/5852630/srpska-lista-ranilug-porodica-jovic.html,"недеља, 21. дец 2025, 17:57 -> 19:32"
"Вучић: Договорен наставак војно-техничке и енергетске сарадње са Словачком, Пелегрини: Србија је за Словачку најбитнији привредни партнер у региону",https://www.rts.rs/vesti/politika/5852536/vucic-dogovoren-nastavak-vojno-tehnicke-i-energetske-saradnje-sa-slovackom-pelegrini-srbija-je-za-slovacku-najbitniji-privredni-partner-u-regionu.html,"недеља, 21. дец 2025, 14:31 -> 17:48"
Петер Пелегрини посетио словачки контингент КФОР-а,https://www.rts.rs/vesti/politika/5852534/peter-pelegrini-posetio-slovacki-kontingent-kfor-a.html,"недеља, 21. дец 2025, 14:14 -> 14:21"
"Протест студената у Новом Пазару, траже увођење принудне управе на ДУНП-у",https://www.rts.rs/vesti/politika/5852486/protest-novi-pazar-studenti.html,"недеља, 21. дец 2025, 11:18 -> 18:59"
Србину ухапшеном у Лешку одређено задржавање од 48 сати,https://www.rts.rs/vesti/politika/5852483/kim-leska-hapsenje-vidosav-mitrovic.html,"недеља, 21. дец 2025, 10:27 -> 12:27"
"Председник Словачке Петер Пелегрини стиже у Београд, свечани дочек испред Палате ",https://www.rts.rs/vesti/politika/5852482/predsednik-slovacke-peter-pelegrini-stize-u-beograd-svecani-docek-ispred-palate-srbija-.html,"недеља, 21. дец 2025, 10:26 -> 10:42"
Канцеларија за КиМ о хапшењу Србина у Лешку: Курти наставио насилну предизборну кампању,https://www.rts.rs/vesti/politika/5852348/kancelarija-za-kim-o-hapsenju-srbina-u-lesku-kurti-nastavio-nasilnu-predizbornu-kampanju.html,"субота, 20. дец 2025, 21:42 -> 22:21"
Вучић о енeргeтској стабилности: Корак смо ближе решењу изузетно компликоване ситуације,https://www.rts.rs/vesti/politika/5852106/vucic-o-energetskoj-stabilnosti-korak-smo-blize-resenju-izuzetno-komplikovane-situacije.html,"субота, 20. дец 2025, 13:27 -> 13:51"
"Мићин: Уништен возић на Тргу слободе, не пристајемо на насиље и вандализам",https://www.rts.rs/vesti/politika/5852018/micin-novi-sad-trg-vozic.html,"субота, 20. дец 2025, 12:17 -> 12:34"
Одаловић: Курти не бира средства да кампањом против Срба ојача своју позицију,https://www.rts.rs/vesti/politika/5851985/odalovic-kurti-ne-bira-sredstva-da-kampanjom-protiv-srba-ojaca-svoju-poziciju.html,"субота, 20. дец 2025, 09:00 -> 10:07"
Избори на КиМ 28. децембра  – поклони из Брисела и пролећна математика,https://www.rts.rs/vesti/politika/5851602/izbori-na-kim-28-decembra--pokloni-iz-brisela-i-prolecna-matematika.html,"субота, 20. дец 2025, 08:00 -> 08:24"
Када Курти гази језичку равноправност  – српски на КиМ дефакто непожељан,https://www.rts.rs/vesti/politika/5851708/kada-kurti-gazi-jezicku-ravnopravnost--srpski-na-kim-defakto-nepozeljan.html,"петак, 19. дец 2025, 21:15 -> 21:19"
Дачић са званичницима Малија о сарадњи две земље,https://www.rts.rs/vesti/politika/5851819/dacic-sa-zvanicnicima-malija-o-saradnji-dve-zemlje.html,"петак, 19. дец 2025, 20:59 -> 23:40"
"Трамп потписао закон о националној одбрани, документ се бави и Србијом и Западним Балканом",https://www.rts.rs/vesti/svet/5851689/tramp-potpisao-zakon-o-nacionalnoj-odbrani-dokument-se-bavi-i-srbijom-i-zapadnim-balkanom.html,"петак, 19. дец 2025, 18:55 -> 20:05"
Министарство спољних послова осуђује одлуку Бахама да призна  једнострано проглашену независност Косова,https://www.rts.rs/vesti/politika/5851638/bahami-ministarstvo-spoljnih-poslova-srbija-kosovo-i-metohija.html,"петак, 19. дец 2025, 18:19 -> 18:41"
Брнабић: Мени је посебан понос да будем у тиму Александра Вучића,https://www.rts.rs/vesti/politika/5851533/brnabic-meni-je-poseban-ponos-da-budem-u-timu-aleksandra-vucica.html,"петак, 19. дец 2025, 16:51 -> 17:27"
Мариника Тепић изнела низ оптужби на рачун Ане Брнабић,https://www.rts.rs/vesti/politika/5851474/marinika-tepic-ana-brnabic-aleksandar-vucic.html,"петак, 19. дец 2025, 16:00 -> 16:41"
Брнабић: Одлука чланова Савета РЕМ-а да поднесу оставке лоша и неодговорна,https://www.rts.rs/vesti/politika/5851338/brnabic-odluka-clanova-saveta-rem-a-da-podnesu-ostavke-losa-i-neodgovorna.html,"петак, 19. дец 2025, 14:22 -> 15:42"
Фон Бекерат: Државе ЕУ ће следеће године поново разматрати отварање Кластера 3,https://www.rts.rs/vesti/politika/5851312/fon-bekerat-evropska-unija-klaster-tri.html,"петак, 19. дец 2025, 14:09 -> 14:26"
"Четвртком у 9: ЕУ за све, да ли и за Србију – четири године без напретка",https://www.rts.rs/vesti/politika/5850849/cetvrtkom-u-9-eu-za-sve-da-li-i-za-srbiju--cetiri-godine-bez-napretka.html,"четвртак, 18. дец 2025, 22:47 -> 23:36"
Од ИПА фондова до инфраструктуре – улога ЕУ у развоју Србије,https://www.rts.rs/vesti/politika/5850760/evropa-unija-fondovi-ipa-srbija-ulaganja.html,"четвртак, 18. дец 2025, 20:00 -> 21:32"
Мацут одговорио ректору Ђокићу: Не постоје реални разлози за одлагање СПИРИ,https://www.rts.rs/vesti/politika/5850812/macut-djokic-rektor-spiri-pismo.html,"четвртак, 18. дец 2025, 19:50 -> 21:00"
Општине на северу КиМ иступиле из Асоцијације косовских општина,https://www.rts.rs/vesti/politika/5850704/kosovo-metohija-asocijacija-pristina.html,"четвртак, 18. дец 2025, 15:42 -> 21:17"
"Објављени прелиминарни резултати локалних избора у Сечњу, СНС освојила 15 мандата",https://www.rts.rs/vesti/politika/5850591/lokalni-izbori-u-secnju.html,"четвртак, 18. дец 2025, 14:44 -> 14:59"
"Показна вежба припадника САЈ-а у Батајници, присуствао председник Вучић",https://www.rts.rs/vesti/politika/5850419/pokazna-vezba-pripadnika-saj-a-u-batajnici-prisustvao-predsednik-vucic.html,"четвртак, 18. дец 2025, 13:35 -> 19:51"
Стефановић: Србија мора у ЕУ због својих грађана,https://www.rts.rs/vesti/politika/5850358/stefanovic-srbija-mora-u-eu-zbog-svojih-gradjana.html,"четвртак, 18. дец 2025, 12:59 -> 13:47"
Председник Вучић са Џефријем Саксом: Разговарали смо о глобалној ситуацији и регионалним приликама,https://www.rts.rs/vesti/politika/5850196/predsednik-vucic-sa-dzefrijem-saksom-razgovarali-smo-o-globalnoj-situaciji-i-regionalnim-prilikama.html,"четвртак, 18. дец 2025, 11:00 -> 11:07"
"Приштина, подигнута оптужница против осумњиченог за наводне ратне злочине у Малишеву",https://www.rts.rs/vesti/politika/5850183/pristina-podignuta-optuznica-protiv-osumnjicenog-za-navodne-ratne-zlocine-u-malisevu.html,"четвртак, 18. дец 2025, 10:47 -> 10:50"
Вучић: Ускоро отварамо амбасаду у Тбилисију; Кавелашвили: Надам се да ће односи Грузије и Србије бити још ближи,https://www.rts.rs/vesti/politika/5850105/vucic-uskoro-otvaramo-ambasadu-u-tbilisiju-kavelasvili-nadam-se-da-ce-odnosi-gruzije-i-srbije-biti-jos-blizi.html,"четвртак, 18. дец 2025, 10:30 -> 15:50"
Дебата о кластеру 3 – хоће ли се клима неповерења променити за време кипарског председавања Савету ЕУ,https://www.rts.rs/vesti/politika/5850136/debata-o-klasteru-3--hoce-li-se-klima-nepoverenja-promeniti-za-vreme-kiparskog-predsedavanja-savetu-eu.html,"четвртак, 18. дец 2025, 09:15 -> 14:57"
Радојевић: Очекујемо још убедљивију победу Српске листе на изборима 28. децембра,https://www.rts.rs/vesti/politika/5850118/radojevic-ocekujemo-jos-ubedljiviju-pobedu-srpske-liste-na-izborima-28-decembra.html,"четвртак, 18. дец 2025, 08:30 -> 11:04"
На поновљеним изборима на једном бирачком месту у Сечњу највише гласова листи СНС-а,https://www.rts.rs/vesti/politika/5850126/na-ponovljenim-izborima-na-jednom-birackom-mestu-u-secnju-najvise-glasova-listi-sns-a.html,"четвртак, 18. дец 2025, 08:04 -> 08:07"
Полемика посланика власти и опозиције о кластеру 3; изабрано пет судија Уставног суда,https://www.rts.rs/vesti/politika/5849937/skupstina-srbije-rasprava-eu-srbija.html,"четвртак, 18. дец 2025, 05:20 -> 20:05"
Фон дер Лајен: Проширење ЕУ је инвестиција у заједничку безбедност и слободу,https://www.rts.rs/vesti/politika/5850010/fon-der-lajen-prosirenje-eu-je-investicija-u-zajednicku-bezbednost-i-slobodu.html,"среда, 17. дец 2025, 22:46 -> 22:56"
Лумтурије Амети повукла кандидатуру за чланство у Савету РЕМ-а,https://www.rts.rs/vesti/politika/5850005/rem-nacionalne-manjine-savet-albanaca.html,"среда, 17. дец 2025, 22:25 -> 22:59"
" Затворено бирачко место на којем су поновљени избори у Сечњу, излазност скоро 70 одсто",https://www.rts.rs/vesti/politika/5849977/-zatvoreno-biracko-mesto-na-kojem-su-ponovljeni-izbori-u-secnju-izlaznost-skoro-70-odsto.html,"среда, 17. дец 2025, 20:52 -> 21:05"
Усвојена заједничка Декларација на самиту Европска унија – Западни Балкан у Бриселу,https://www.rts.rs/vesti/politika/5849971/deklaracije-eu-zapadni-balkan-samit-brisel.html,"среда, 17. дец 2025, 20:46 -> 21:25"
Премијер Мацут у Врњачкој Бањи: Инфраструктура и примарна здравствена заштита у фокусу,https://www.rts.rs/vesti/politika/5849933/premijer-macut-u-vrnjackoj-banji-infrastruktura-i-primarna-zdravstvena-zastita-u-fokusu.html,"среда, 17. дец 2025, 19:50 -> 19:52"
